Participant Id,Session ID,Video ID,Name,Age,Gender,Valence level,Arousal level,Dominance level,Happy,Sad,Fear,Anger,Neutral,Disgust,Surprised,Familiarity Score
8,3,2,B_R,12,Female,4,4,8,VeryLow,VeryLow,VeryLow,VeryLow,Moderate,VeryLow,VeryLow,
8,3,3,B_R,12,Female,4,4,9,Low,VeryLow,Low,VeryLow,Low,VeryLow,VeryHigh,
8,3,4,B_R,12,Female,0,9,0,VeryLow,Low,Low,VeryLow,VeryLow,VeryHigh,Low,
8,3,5,B_R,12,Female,0,9,9,VeryLow,Low,Low,VeryLow,VeryLow,VeryHigh,Low,
8,3,6,B_R,12,Female,0,9,0,VeryLow,VeryLow,VeryLow,VeryHigh,VeryLow,VeryLow,Low,
8,3,7,B_R,12,Female,6,4,0,VeryLow,Low,High,VeryLow,VeryLow,Low,VeryLow,
9,3,1,Ay_A,14,Female,1,7,7,VeryHigh,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,High,
9,3,2,Ay_A,14,Female,1,2,0,VeryLow,High,VeryLow,Low,Moderate,VeryLow,High,
9,3,3,Ay_A,14,Female,5,4,4,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,
9,3,4,Ay_A,14,Female,7,1,7,VeryLow,Low,Moderate,VeryLow,Low,VeryLow,VeryHigh,
9,3,5,Ay_A,14,Female,2,6,2,Low,VeryLow,VeryLow,Low,Low,Low,High,
9,3,6,Ay_A,14,Female,1,7,1,VeryLow,Moderate,VeryLow,Low,VeryLow,Low,VeryHigh,
9,3,7,Ay_A,14,Female,1,1,3,VeryLow,Low,Low,Low,High,High,VeryHigh,Never watched
10,3,1,S_D,8,Male,9,9,0,VeryHigh,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,
10,3,2,S_D,8,Male,0,9,0,VeryLow,VeryHigh,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,
10,3,3,S_D,8,Male,4,4,4,VeryLow,VeryLow,VeryLow,VeryLow,VeryHigh,VeryLow,VeryLow,
10,3,4,S_D,8,Male,9,8,9,Moderate,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryHigh,
10,3,5,S_D,8,Male,1,7,0,VeryLow,VeryLow,VeryLow,Moderate,VeryLow,VeryHigh,VeryLow,
10,3,6,S_D,8,Male,0,9,0,VeryLow,VeryLow,VeryLow,VeryHigh,VeryLow,VeryLow,VeryLow,
10,3,7,S_D,8,Male,0,9,9,VeryLow,VeryLow,VeryHigh,VeryLow,VeryLow,VeryLow,VeryLow,
11,3,1,Z_N,10,Male,9,9,0,VeryHigh,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,
11,3,2,Z_N,10,Male,2,4,0,VeryLow,VeryHigh,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,
11,3,3,Z_N,10,Male,4,0,0,VeryLow,VeryLow,VeryLow,VeryLow,VeryHigh,VeryLow,VeryLow,
11,3,4,Z_N,10,Male,9,9,9,VeryHigh,VeryLow,VeryLow,VeryLow,VeryHigh,VeryLow,VeryHigh,
11,3,5,Z_N,10,Male,0,9,0,VeryLow,VeryLow,VeryLow,VeryHigh,VeryLow,VeryHigh,VeryLow,
11,3,6,Z_N,10,Male,0,9,0,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,
11,3,7,Z_N,10,Male,0,9,0,VeryLow,VeryLow,VeryLow,VeryHigh,VeryLow,VeryLow,VeryLow,
12,3,1,Q_M,11,Male,10,0,0,VeryHigh,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,Moderate,Never watched
12,3,2,Q_M,11,Male,2,6,0,VeryLow,High,High,VeryHigh,Moderate,Low,Moderate,Never watched
12,3,3,Q_M,11,Male,4,9,0,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,Never watched
12,3,4,Q_M,11,Male,4,0,0,High,VeryLow,VeryLow,VeryLow,Moderate,VeryLow,Moderate,Never watched
12,3,5,Q_M,11,Male,4,0,0,Moderate,VeryLow,VeryLow,Low,VeryLow,VeryLow,Moderate,Never watched
12,3,6,Q_M,11,Male,2,7,2,VeryLow,Moderate,Low,VeryHigh,Low,VeryLow,Low,Never watched
12,3,7,Q_M,11,Male,2,3,3,VeryLow,High,VeryHigh,Low,Low,VeryLow,Moderate,Never watched
